id,url,format,description,position,revision_id,hash,state,extras,name,resource_type,mimetype,mimetype_inner,size,last_modified,cache_url,cache_last_updated,webstore_url,webstore_last_updated,created,url_type,package_id,private,pg_size_pretty,pg_relation_size,new_pg_size_pretty,new_pg_relation_size,old_tuple_count,new_tuple_count,group,size_diff,size_new/old,tuples_diff,tuples_new/old,name_package,title,version,url_package,license_id,revision_id_package,author,author_email,maintainer,maintainer_email,state_package,type,owner_org,private_package,metadata_modified,creator_user_id,metadata_created
ce707164-5d09-45fc-849f-c11acdf71c89,https://data.wprdc.org/dataset/d0b56030-3391-49db-87bd-4f1c16490fbc/resource/ce707164-5d09-45fc-849f-c11acdf71c89/download/2020-01-25_1012-2020-01-26_0851.geojson,GeoJSON,,22,8fdc441c-b755-4063-87bf-0fb2e007a547,,active,"{""datastore_active"": false}",2020-01-25_1012-2020-01-26_0851,,application/json,,20776169.0,2020-02-19 09:28:45.829506,,,,,2020-02-19 09:28:45.949247,upload,d0b56030-3391-49db-87bd-4f1c16490fbc,f,,,,,,,c,,,,,snowevents-1819,Snow Plow Activity (2018-2020),,,cc-zero,dd77775b-1e4d-4855-ab6d-f04e2b5ca43d,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2020-02-23 03:31:38.28667,9195f191-1e0a-4b81-ba44-ddb02fd4ee0d,2019-03-13 17:38:26.325647
8266335c-36d8-4ab6-91dd-d9e69ab6dbf8,https://data.wprdc.org/dataset/4f3f06b9-2725-4e76-a236-72ef7737f5d1/resource/8266335c-36d8-4ab6-91dd-d9e69ab6dbf8/download/alcogisallegheny-county-census-blocks-2021.geojson,GeoJSON,,2,098ab9cb-357e-41c0-8b16-d3a744ee4b17,,active,"{""datastore_active"": false}",GeoJSON,,application/json,,53420810.0,2023-04-08 13:38:42.20323,,,,,2022-10-24 16:41:58.768961,upload,4f3f06b9-2725-4e76-a236-72ef7737f5d1,f,,,,,,,8,,,,,allegheny-county-census-blocks-2021,Allegheny County Census Blocks 2021,,,notspecified,f1d0aeb2-5ebc-42cb-b7f2-b780ee870ace,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2023-04-08 17:39:46.046549,c04d83b9-8d45-45c6-b6c3-f82aa39ae539,2022-10-24 16:01:03.824958
adf1fd38-c374-4c4e-9094-5e53bd12419f,parcelcentroid2022_08wgs.csv,CSV,This version still uses 2010 Census boundaries and political jurisdictions based on redistricting prior to 2020.,0,4c815eac-6f14-400b-910b-d879eab14792,,active,"{""datastore_active"": true}",Parcel Centroids 2022 August,,text/csv,,488361186.0,2022-08-10 14:12:22.208371,,,,,2022-08-08 17:14:31.063772,upload,2536e5e2-253b-4c58-969d-687828bb94c6,f,1014 MB,1063239680.0,507 MB,531628032.0,585855.0,583956.0,a,-531611648.0,0.5000077047538332,-1899.0,0.9967585836085721,parcel-centroids-in-allegheny-county-with-geographic-identifiers,Parcel Centroids in Allegheny County with Geographic Identifiers,,,cc-zero,4059597e-c039-40d6-bd01-ece478c28dce,,,,,active,dataset,4eb88a01-738a-4ca1-96e4-b0bf8d3ec3dc,f,2022-08-10 14:12:22.234416,9c1c3a99-0232-4b6c-b105-4a1ac5074184,2015-11-02 16:27:27.465439
7fb578c4-e5eb-4ea4-96f2-a3c0dfd517f9,https://data.wprdc.org/dataset/7b8896c5-867d-428d-a2e3-bdb732655846/resource/7fb578c4-e5eb-4ea4-96f2-a3c0dfd517f9/download/municipal-building-energy-use-column-descriptions.xlsx,XLSX,Description of the columns contained in the municipal building energy usage dataset. ,2,c39b735b-65fb-4c1e-af8c-f67cbf07df81,,active,"{""datastore_active"": true}",Municipal Building Energy Use Data Dictionary,,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,2015-10-14 21:37:50.655936,,,,,2015-10-14 17:37:50.707831,upload,7b8896c5-867d-428d-a2e3-bdb732655846,f,16 kB,16384.0,0 bytes,0.0,20.0,-1.0,7,-16384.0,0.0,-21.0,-0.05,municipal-building-energy-usage,Municipal Building Energy Usage,,,cc-zero,321c22a1-b22b-4255-9de5-20a820ded189,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-03 21:45:22.721617,205a6389-dcaf-4090-915c-516ad366c0bf,2015-07-20 18:00:57.521695
f7b19c6c-aa66-419b-b0e1-9998d7ddfcbc,https://data.wprdc.org/dataset/40188e1c-6d2e-4f20-9391-607bd3054949/resource/f7b19c6c-aa66-419b-b0e1-9998d7ddfcbc/download/education-income.csv,CSV,Education & Income census data for 2010.,14,811b878d-cda8-4cc2-9cdb-404a4cb7f8e0,,active,"{""datastore_active"": true}",Education - Income 2010,,text/csv,,,2015-10-14 20:24:10.474091,,,,,2015-10-14 16:24:10.539907,upload,40188e1c-6d2e-4f20-9391-607bd3054949,f,56 kB,57344.0,0 bytes,0.0,90.0,-1.0,f,-57344.0,0.0,-91.0,-0.011111111111111112,pgh,Pittsburgh SNAP Census Data,,,cc-zero,ab5526f4-a954-437e-ad75-d5cdedbb899b,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-03 21:56:04.419821,9195f191-1e0a-4b81-ba44-ddb02fd4ee0d,2015-07-20 19:13:00.903839
9890875b-c1d1-4e64-8fc9-a4a8dc433745,https://data.wprdc.org/dataset/40188e1c-6d2e-4f20-9391-607bd3054949/resource/9890875b-c1d1-4e64-8fc9-a4a8dc433745/download/housing.csv,CSV,Housing census data for 2010.,12,ac977f46-25a1-432c-b5a3-d03727b6a73d,,active,"{""datastore_active"": true}",Housing 2010,,text/csv,,,2015-10-14 20:21:18.105309,,,,,2015-10-14 16:21:18.171114,upload,40188e1c-6d2e-4f20-9391-607bd3054949,f,24 kB,24576.0,0 bytes,0.0,90.0,-1.0,9,-24576.0,0.0,-91.0,-0.011111111111111112,pgh,Pittsburgh SNAP Census Data,,,cc-zero,ab5526f4-a954-437e-ad75-d5cdedbb899b,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-03 21:56:04.419821,9195f191-1e0a-4b81-ba44-ddb02fd4ee0d,2015-07-20 19:13:00.903839
5d61b60b-bd25-4c33-8420-e31a9135ec6e,https://data.wprdc.org/dataset/40188e1c-6d2e-4f20-9391-607bd3054949/resource/5d61b60b-bd25-4c33-8420-e31a9135ec6e/download/transportation.csv,CSV,Transportation census data for 2010.,16,1c006217-0c5d-463e-a409-3c751d9d3240,,active,"{""datastore_active"": true}",Transportation 2010,,text/csv,,,2015-10-14 20:30:04.686486,,,,,2015-10-14 16:30:04.753435,upload,40188e1c-6d2e-4f20-9391-607bd3054949,f,48 kB,49152.0,40 kB,40960.0,90.0,90.0,5,-8192.0,0.8333333333333334,0.0,1.0,pgh,Pittsburgh SNAP Census Data,,,cc-zero,ab5526f4-a954-437e-ad75-d5cdedbb899b,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-03 21:56:04.419821,9195f191-1e0a-4b81-ba44-ddb02fd4ee0d,2015-07-20 19:13:00.903839
59a64388-7556-47df-9a20-4a95083b3f8e,https://data.wprdc.org/dataset/00861d07-df77-495b-9ee6-8bbbbaeb7973/resource/59a64388-7556-47df-9a20-4a95083b3f8e/download/baldwinboroughsanitaryline.zip,ZIP,Shapefile Format,0,4bd41981-6804-4043-9f7a-88390311fe98,,active,"{""datastore_active"": false}",Sanitary Sewer Lines,,application/zip,,,2017-05-24 21:14:30.612249,,,,,2017-05-24 17:14:30.654354,upload,00861d07-df77-495b-9ee6-8bbbbaeb7973,f,,,,,,,5,,,,,sanitary-sewer-infrastructure,Baldwin Borough Sanitary Sewer Infrastructure,,,odc-by,25b2547a-8728-4a88-88a4-2fe85a8c4eaf,,,,,active,dataset,ff1030cf-7b93-4bdf-a9b0-b3583c81c5ab,f,2021-02-04 01:55:10.119122,137a9e36-cbf3-4282-b046-9d306530768d,2017-05-19 18:29:36.61524
93591737-2322-410b-b1bc-5de4811a9aa4,https://data.wprdc.org/dataset/00861d07-df77-495b-9ee6-8bbbbaeb7973/resource/93591737-2322-410b-b1bc-5de4811a9aa4/download/baldwinboroughsanitarymanhole.zip,ZIP,Shapefile format,1,91981aa1-7487-4ea8-88ec-8805d93711c8,,active,"{""datastore_active"": false}",Sanitary Sewer Manhole,,application/zip,,,2017-05-24 21:15:28.745319,,,,,2017-05-24 17:15:28.781296,upload,00861d07-df77-495b-9ee6-8bbbbaeb7973,f,,,,,,,9,,,,,sanitary-sewer-infrastructure,Baldwin Borough Sanitary Sewer Infrastructure,,,odc-by,25b2547a-8728-4a88-88a4-2fe85a8c4eaf,,,,,active,dataset,ff1030cf-7b93-4bdf-a9b0-b3583c81c5ab,f,2021-02-04 01:55:10.119122,137a9e36-cbf3-4282-b046-9d306530768d,2017-05-19 18:29:36.61524
e1b6e633-2ed1-44ab-bb72-9cd0a44f1093,https://data.wprdc.org/dataset/84f23c6b-8a7f-4823-a57d-99c1138049cf/resource/e1b6e633-2ed1-44ab-bb72-9cd0a44f1093/download/baldwinboroughoutline.zip,ZIP,Shapefile format,0,0288ff18-6776-49a9-bce8-1165b72873c2,,active,"{""datastore_active"": false}",Baldwin Borough Boundary,,application/zip,,,2017-05-24 21:07:44.332926,,,,,2017-05-24 17:07:44.366986,upload,84f23c6b-8a7f-4823-a57d-99c1138049cf,f,,,,,,,e,,,,,borough-boundary,Baldwin Borough Municipal Boundary,,,odc-by,3f346e23-57f5-4d21-bad6-314f656ee687,,,,,active,dataset,ff1030cf-7b93-4bdf-a9b0-b3583c81c5ab,f,2021-02-04 01:55:15.931719,137a9e36-cbf3-4282-b046-9d306530768d,2017-05-19 18:39:29.74431
ec228c0e-6b1e-4f44-a335-df05546d52ea,https://data.wprdc.org/dataset/1a5135de-cabe-4e23-b5e4-b2b8dd733817/resource/ec228c0e-6b1e-4f44-a335-df05546d52ea/download/alcogisallegheny-county-zip-code-boundaries.zip,ZIP,,5,6e7ffc9e-3edc-402d-be6c-f2b31c17f63c,,active,"{""datastore_active"": false}",Shapefile,,application/zip,,754269.0,2023-04-08 13:40:04.261812,,,,,2019-12-17 17:00:19.406742,upload,1a5135de-cabe-4e23-b5e4-b2b8dd733817,f,,,,,,,e,,,,,allegheny-county-zip-code-boundaries2,Allegheny County Zip Code Boundaries,,http://openac-alcogis.opendata.arcgis.com/datasets/df8e66efc3dd4f2aadae81b55b2b65e7_0,,78e0fe91-2280-4643-a0d6-254e995353c5,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2023-04-08 17:40:04.412562,90e6b24a-729c-43ea-9a24-2e060d24d07d,2018-01-17 14:59:18.556959
55666e4d-56de-4e53-b0ea-f23e33ddb058,https://data.wprdc.org/dataset/c5f55857-6a20-47f8-a0c6-1c4d8e485642/resource/55666e4d-56de-4e53-b0ea-f23e33ddb058/download/baldwinboroughbuildingfootprint.zip,ZIP,Shapefile format,0,ead3eb1c-eb67-4175-8c59-7749b35258c6,,active,"{""datastore_active"": false}",Baldwin Borough Building Footprints 2016,,application/zip,,,2017-05-24 21:28:24.680196,,,,,2017-05-24 17:28:24.705659,upload,c5f55857-6a20-47f8-a0c6-1c4d8e485642,f,,,,,,,5,,,,,building-footprints,Baldwin Borough Building Footprints,,,odc-by,30746493-0764-4439-9ce9-df8040204628,,,,,active,dataset,ff1030cf-7b93-4bdf-a9b0-b3583c81c5ab,f,2021-02-04 01:54:57.812441,137a9e36-cbf3-4282-b046-9d306530768d,2017-05-19 18:43:27.653926
9cbe5c95-45f8-4094-bf7b-df5ed20ce7cf,https://data.wprdc.org/dataset/2536e5e2-253b-4c58-969d-687828bb94c6/resource/9cbe5c95-45f8-4094-bf7b-df5ed20ce7cf/download/centroiddec2019.csv,CSV,,1,978a16a3-8eb6-4e8f-84b4-9c57fb835834,,active,"{""datastore_active"": true}",Parcel Centroid December 2019,,text/csv,,405171781.0,2019-12-20 19:22:32.303845,,,,,2019-12-20 19:22:32.410218,upload,2536e5e2-253b-4c58-969d-687828bb94c6,f,1570 MB,1646264320.0,0 bytes,0.0,583601.0,-1.0,9,-1646264320.0,0.0,-583602.0,-1.7134994628179185e-06,parcel-centroids-in-allegheny-county-with-geographic-identifiers,Parcel Centroids in Allegheny County with Geographic Identifiers,,,cc-zero,4059597e-c039-40d6-bd01-ece478c28dce,,,,,active,dataset,4eb88a01-738a-4ca1-96e4-b0bf8d3ec3dc,f,2022-08-10 14:12:22.234416,9c1c3a99-0232-4b6c-b105-4a1ac5074184,2015-11-02 16:27:27.465439
b573af97-c405-464e-96f1-6f671efbf4fe,https://data.wprdc.org/datastore/dump/b573af97-c405-464e-96f1-6f671efbf4fe,CSV,"The CSV file of Allegheny County Addressing Landmarks can be manually downloaded from here:
https://openac-alcogis.opendata.arcgis.com/datasets/allegheny-county-addressing-landmarks-1/explore",3,cab985e0-b629-4556-b061-4d97fd4b246c,,active,"{""datastore_active"": true}",CSV,,text/csv,,3870529.0,2023-04-08 13:41:36.602909,,,,,2020-10-20 17:00:14.659452,datapusher,cd24b8f3-bd02-4f90-b688-9f69a84420e3,f,15 MB,15704064.0,0 bytes,0.0,38000.0,-1.0,b,-15704064.0,0.0,-38001.0,-2.6315789473684212e-05,allegheny-county-addressing-landmarks3,Allegheny County Addressing Landmarks,,https://openac-alcogis.opendata.arcgis.com/datasets/626854df63a84eeaa2b3fca9b0a3b911_1,notspecified,8d39c55d-f198-4284-bb7e-cdd284808f78,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2023-04-08 17:41:36.742933,90e6b24a-729c-43ea-9a24-2e060d24d07d,2020-10-20 17:00:14.623984
5d0dbb0d-cf51-4acb-b1aa-de3b53fc1580,https://data.wprdc.org/dataset/4cae7c2c-58f6-4d1f-8e16-15162bee86cb/resource/5d0dbb0d-cf51-4acb-b1aa-de3b53fc1580/download/baldwinboroughparcelboundary.zip,ZIP,Shapefile Format,0,da2bf0cc-8dfd-47ae-bb05-7e9fd8211645,,active,"{""datastore_active"": false}",Baldwin Borough Parcels 2016,,application/zip,,,2017-05-24 21:25:33.334067,,,,,2017-05-24 17:25:33.404556,upload,4cae7c2c-58f6-4d1f-8e16-15162bee86cb,f,,,,,,,5,,,,,pacrels,Baldwin Borough Parcels,,,odc-by,0888d0a0-5470-49d1-b51e-a9f6436a3480,,,,,active,dataset,ff1030cf-7b93-4bdf-a9b0-b3583c81c5ab,f,2021-02-04 01:54:51.915702,137a9e36-cbf3-4282-b046-9d306530768d,2017-05-19 18:41:17.399593
8ac5c768-09ba-43a8-829f-ce4a417d20fb,https://data.wprdc.org/dataset/40188e1c-6d2e-4f20-9391-607bd3054949/resource/8ac5c768-09ba-43a8-829f-ce4a417d20fb/download/population-density.csv,CSV,Population Density census data for 2010.,18,434c4214-6a2e-4c05-9b2c-1d4453cba7c9,,active,"{""datastore_active"": true}",Population Density 2010,,text/csv,,,2015-10-14 20:32:00.953626,,,,,2015-10-14 16:32:01.022807,upload,40188e1c-6d2e-4f20-9391-607bd3054949,f,24 kB,24576.0,24 kB,24576.0,90.0,90.0,8,0.0,1.0,0.0,1.0,pgh,Pittsburgh SNAP Census Data,,,cc-zero,ab5526f4-a954-437e-ad75-d5cdedbb899b,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-03 21:56:04.419821,9195f191-1e0a-4b81-ba44-ddb02fd4ee0d,2015-07-20 19:13:00.903839
15555e61-bb26-4b22-aecb-382a3a66fbff,https://data.wprdc.org/dataset/9f364695-24ad-4b87-b65e-398a69927c17/resource/15555e61-bb26-4b22-aecb-382a3a66fbff/download/2016-01-1714-00.geojson,GeoJSON,,4,49ff363d-3d2a-49f0-9c8d-5982f11f32c7,,active,"{""datastore_active"": false}",2016-01-17T14:00:00,,application/zip,,,2016-03-07 15:26:19.021618,,,,,2016-03-07 10:26:17.399167,upload,9f364695-24ad-4b87-b65e-398a69927c17,f,,,,,,,1,,,,,snow-plow-activity-2015-2016,Snow Plow Activity (2015-2016),,,notspecified,1016c0e2-40ab-4073-a9dd-6037718406c7,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-03 20:54:47.684149,f40ecfea-0195-4903-8b7d-cc99f25d7d8c,2016-01-20 16:54:25.329325
0fc19607-6366-4d52-96b1-2ad46fda5bd6,https://data.wprdc.org/dataset/6be8185a-7fc3-48c7-9b8d-716602ea03f0/resource/0fc19607-6366-4d52-96b1-2ad46fda5bd6/download/paacroutes1609finalpublic.zip,ZIP,Shapefile of Routes September-November 2016,5,f90cc234-7daf-41eb-b0c1-ac09a3b67779,,active,"{""datastore_active"": false}",September-November 2016 Port Authority of Allegheny County Transit Routes,,application/zip,,,2016-11-19 18:19:14.674465,,,,,2016-11-19 13:19:14.723208,upload,6be8185a-7fc3-48c7-9b8d-716602ea03f0,f,,,,,,,0,,,,,prt-current-transit-routes,Pittsburgh Regional Transit Transit Routes,,,cc-by,c2bbdcdd-2c94-4ae7-ba72-cc88579fd429,,,,,active,dataset,0666b732-fc3f-4568-b780-1b457a1b25e7,f,2022-07-07 14:19:16.754161,40c41926-28d6-4959-a8b2-767feed0bda8,2016-11-18 13:54:23.265292
d9c54000-dfd8-4d90-b490-b6a9bd423285,https://data.wprdc.org/dataset/33891263-235f-4c6c-af8a-c79b0114a9f9/resource/d9c54000-dfd8-4d90-b490-b6a9bd423285/download/datadictionary.csv,CSV,Aging survey data dictionary,3,6e3485af-b369-4b78-92dc-bb90c79dbfb0,,active,"{""datastore_active"": true}",Data Dictionary,,text/csv,,,2015-10-14 20:39:09.610586,,,,,2015-10-14 16:39:09.646786,upload,33891263-235f-4c6c-af8a-c79b0114a9f9,f,376 kB,385024.0,248 kB,253952.0,1797.0,1797.0,d,-131072.0,0.6595744680851063,0.0,1.0,state-of-aging-in-allegheny-county-survey,State of Aging in Allegheny County Survey,,,cc-zero,56e0d6a0-8ceb-43b7-914b-a58f915008a4,,,,,active,dataset,9a8672cf-4e5b-43b0-92ab-732d1bb17a55,f,2021-02-04 01:29:52.200761,9c1c3a99-0232-4b6c-b105-4a1ac5074184,2015-10-14 19:54:02.626545
2a98ac2f-ff91-49d7-acd2-8d0e1e509802,https://data.wprdc.org/dataset/6be8185a-7fc3-48c7-9b8d-716602ea03f0/resource/2a98ac2f-ff91-49d7-acd2-8d0e1e509802/download/paac_routes_1909.zip,ZIP,9/1/2019 to 11/23/2019,0,858b3624-143a-4ada-9b97-6ab8aca29ce5,,active,"{""datastore_active"": false}",Current Transit Routes,,application/zip,,1441182.0,2019-10-31 15:03:08.833307,,,,,2019-10-31 15:03:08.928841,upload,6be8185a-7fc3-48c7-9b8d-716602ea03f0,f,,,,,,,2,,,,,prt-current-transit-routes,Pittsburgh Regional Transit Transit Routes,,,cc-by,c2bbdcdd-2c94-4ae7-ba72-cc88579fd429,,,,,active,dataset,0666b732-fc3f-4568-b780-1b457a1b25e7,f,2022-07-07 14:19:16.754161,40c41926-28d6-4959-a8b2-767feed0bda8,2016-11-18 13:54:23.265292
6c8d19a1-e01d-4010-a0cb-a7b31a59eeb7,https://github.com/WPRDC/Jupyter-notebooks-by-dataset/blob/master/Crash-Data-Analysis.ipynb,HTML,"A demonstration Jupyter notebook that shows how to load and manipulate the crash data using the CKAN API, using the Pandas library, and using SQL queries.

To launch this notebook in your browser, follow this link: https://mybinder.org/v2/gh/WPRDC/Jupyter-notebooks-by-dataset/master

and then click on the Crash-Data-Analysis notebook.",1,48bc9b5c-a3e4-496e-b01b-1546139e5ded,,active,"{""datastore_active"": false}",Jupyter notebook for analyzing crash data,,text/html,,,,,,,,2018-05-02 11:23:22.269419,,3130f583-9499-472b-bb5a-f63a6ff6059a,f,,,,,,,6,,,,,allegheny-county-crash-data,Allegheny County Crash Data,,,cc-zero,9ddf3e6a-1375-4d43-ad36-d776630b6388,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2022-09-16 19:54:21.802439,1a731ba1-7d57-4de3-8477-aff4c3788e01,2016-03-29 14:25:12.48235
91abbccc-3b86-4cd7-a204-bbbd0363ac84,https://data.wprdc.org/dataset/2536e5e2-253b-4c58-969d-687828bb94c6/resource/91abbccc-3b86-4cd7-a204-bbbd0363ac84/download/parcelcentroiddatadictionarysept2015.csv,CSV,Parcel Centroid Data Dictionary Created from Sept. 2015 data.,6,978a16a3-8eb6-4e8f-84b4-9c57fb835834,,active,"{""datastore_active"": true}",Data Dictionary,,text/csv,,,2015-11-02 16:41:58.873638,,,,,2015-11-02 11:41:58.9093,upload,2536e5e2-253b-4c58-969d-687828bb94c6,f,16 kB,16384.0,16 kB,16384.0,40.0,-1.0,9,0.0,1.0,-41.0,-0.025,parcel-centroids-in-allegheny-county-with-geographic-identifiers,Parcel Centroids in Allegheny County with Geographic Identifiers,,,cc-zero,4059597e-c039-40d6-bd01-ece478c28dce,,,,,active,dataset,4eb88a01-738a-4ca1-96e4-b0bf8d3ec3dc,f,2022-08-10 14:12:22.234416,9c1c3a99-0232-4b6c-b105-4a1ac5074184,2015-11-02 16:27:27.465439
bea9d461-3664-4261-a071-01205e9a1be3,https://data.wprdc.org/dataset/9f364695-24ad-4b87-b65e-398a69927c17/resource/bea9d461-3664-4261-a071-01205e9a1be3/download/2016-01-2217-00.geojson,GeoJSON,,6,e51deb4b-c967-46cd-bf79-e2e79c68dfec,,active,"{""datastore_active"": false}",2016-01-22T17:00:00,,application/zip,,,2016-03-07 15:26:53.186994,,,,,2016-03-07 10:26:52.466802,upload,9f364695-24ad-4b87-b65e-398a69927c17,f,,,,,,,b,,,,,snow-plow-activity-2015-2016,Snow Plow Activity (2015-2016),,,notspecified,1016c0e2-40ab-4073-a9dd-6037718406c7,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-03 20:54:47.684149,f40ecfea-0195-4903-8b7d-cc99f25d7d8c,2016-01-20 16:54:25.329325
23267115-177e-4824-89d9-185c7866270d,https://data.wprdc.org/dataset/2536e5e2-253b-4c58-969d-687828bb94c6/resource/23267115-177e-4824-89d9-185c7866270d/download/parcelcentroidcoded201802.csv,CSV,"File created February 21, 2018",2,978a16a3-8eb6-4e8f-84b4-9c57fb835834,,active,"{""datastore_active"": true}",Parcel Centroid February 2018,,text/csv,,,2018-02-26 21:17:09.424535,,,,,2018-02-21 16:34:57.346535,upload,2536e5e2-253b-4c58-969d-687828bb94c6,f,1317 MB,1381400576.0,1923 MB,2016010240.0,579001.0,1160584.0,2,634609664.0,1.4593958298740424,581583.0,2.0044594050787476,parcel-centroids-in-allegheny-county-with-geographic-identifiers,Parcel Centroids in Allegheny County with Geographic Identifiers,,,cc-zero,4059597e-c039-40d6-bd01-ece478c28dce,,,,,active,dataset,4eb88a01-738a-4ca1-96e4-b0bf8d3ec3dc,f,2022-08-10 14:12:22.234416,9c1c3a99-0232-4b6c-b105-4a1ac5074184,2015-11-02 16:27:27.465439
5cc43c7c-aab1-43b5-8a68-71af8e1ab1c6,https://data.wprdc.org/dataset/6be8185a-7fc3-48c7-9b8d-716602ea03f0/resource/5cc43c7c-aab1-43b5-8a68-71af8e1ab1c6/download/paac_routes_1811_final.zip,ZIP,Shapefile of Transit Routes active mid-November 2018 through mid-March 2019.,3,858b3624-143a-4ada-9b97-6ab8aca29ce5,,active,"{""datastore_active"": false}",Nov 2018 - March 2019 Port Authority of Allegheny County Transit Routes,,application/zip,,1461983.0,2019-03-28 20:27:01.195275,,,,,2019-03-28 20:27:01.275469,upload,6be8185a-7fc3-48c7-9b8d-716602ea03f0,f,,,,,,,5,,,,,prt-current-transit-routes,Pittsburgh Regional Transit Transit Routes,,,cc-by,c2bbdcdd-2c94-4ae7-ba72-cc88579fd429,,,,,active,dataset,0666b732-fc3f-4568-b780-1b457a1b25e7,f,2022-07-07 14:19:16.754161,40c41926-28d6-4959-a8b2-767feed0bda8,2016-11-18 13:54:23.265292
a31608ba-e351-4081-9b96-84fac2df2746,https://data.wprdc.org/dataset/6be8185a-7fc3-48c7-9b8d-716602ea03f0/resource/a31608ba-e351-4081-9b96-84fac2df2746/download/paac_routes_1903final.zip,ZIP,Shapefile of Transit Routes active mid-March 2019 through mid-June 2019.,2,858b3624-143a-4ada-9b97-6ab8aca29ce5,,active,"{""datastore_active"": false}",March 2019 - June 2019 Port Authority of Allegheny County Transit Routes,,application/zip,,1460474.0,2019-03-28 20:40:03.624284,,,,,2019-03-28 20:40:03.695996,upload,6be8185a-7fc3-48c7-9b8d-716602ea03f0,f,,,,,,,a,,,,,prt-current-transit-routes,Pittsburgh Regional Transit Transit Routes,,,cc-by,c2bbdcdd-2c94-4ae7-ba72-cc88579fd429,,,,,active,dataset,0666b732-fc3f-4568-b780-1b457a1b25e7,f,2022-07-07 14:19:16.754161,40c41926-28d6-4959-a8b2-767feed0bda8,2016-11-18 13:54:23.265292
b5bcfb9b-ccba-4b85-9785-ecf53a5c9755,https://data.wprdc.org/dataset/6be8185a-7fc3-48c7-9b8d-716602ea03f0/resource/b5bcfb9b-ccba-4b85-9785-ecf53a5c9755/download/paac_routes_1906.zip,ZIP,6/16/2019 to 8/31/2019 route shapefile.,1,ede4624d-8d6f-4cc4-ab08-c2881b9cc7bd,,active,"{""datastore_active"": false}",June to September 2019 Routes,,application/zip,,1441216.0,2019-10-31 15:02:30.104738,,,,,2019-10-31 15:02:30.19019,upload,6be8185a-7fc3-48c7-9b8d-716602ea03f0,f,,,,,,,b,,,,,prt-current-transit-routes,Pittsburgh Regional Transit Transit Routes,,,cc-by,c2bbdcdd-2c94-4ae7-ba72-cc88579fd429,,,,,active,dataset,0666b732-fc3f-4568-b780-1b457a1b25e7,f,2022-07-07 14:19:16.754161,40c41926-28d6-4959-a8b2-767feed0bda8,2016-11-18 13:54:23.265292
6ac44c30-d49b-4c22-9dd4-f42c2ea1e6fd,http://www.arcgis.com/home/webmap/viewer.html?url=http://services1.arcgis.com/vdNDkVykv9vEWFX4/ArcGIS/rest/services/Allegheny_County_Pennsylvania_House_of_Representatives_Districts/FeatureServer&source=sd,HTML,,0,832e2940-0954-4dc9-9831-25fb5ec0b18b,,active,"{""datastore_active"": false}",PA House of Representatives Webmap,,text/html,,,,,,,,2015-10-15 10:44:28.741762,,a95a1fbd-928f-40b5-b561-16183eacbc26,f,,,,,,,6,,,,,allegheny-county-pa-house-of-representative-districts,Allegheny County PA House of Representative Districts,,,notspecified,ae0eb0da-1164-4b60-bb57-58f96357eab9,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2022-01-24 16:33:17.328396,1a731ba1-7d57-4de3-8477-aff4c3788e01,2015-10-15 14:44:00.846916
ad3e0b3a-ef0c-4b47-a585-e378017af0ec,https://data.wprdc.org/dataset/de1cf8b8-094c-4b6f-804b-02cffad4233a/resource/ad3e0b3a-ef0c-4b47-a585-e378017af0ec/download/alt-greenprint-data-dictionary.csv,CSV,,2,bdc43202-20bc-4e2f-a632-1398d26cbc26,,active,"{""datastore_active"": true}",GreenPrint Data Dictionary,,text/csv,,,2018-07-30 21:03:17.669844,,,,,2018-07-30 17:03:17.764169,upload,de1cf8b8-094c-4b6f-804b-02cffad4233a,f,16 kB,16384.0,8192 bytes,8192.0,16.0,16.0,a,-8192.0,0.5,0.0,1.0,allegheny-land-trust-greenprint,Allegheny Land Trust GREENPRINT,,,cc-by,c6f7822e-b0f2-4edd-8995-9dc0b0a01328,,,,,active,dataset,51475407-505d-4f09-890b-821776fe8462,f,2021-02-04 01:26:53.27282,82471b6f-2ea6-4d54-9f76-7ca68f7805d8,2018-07-06 15:35:39.663252
